"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1440157_at",-0.468910818865231,5.79970081121972,-1.39264632399571,0.176914175744272,0.949492491176972,-4.57013222765751
"1442207_at",-0.44974551192163,4.87853915304519,-1.39063001084316,0.17751744418178,0.949492491176972,-4.57028119762644
"1442427_at",-0.599035287877475,6.29740361998804,-1.38998511259275,0.177710737883603,0.949492491176972,-4.57032881229514
"1425324_x_at",-0.775629942044396,6.23628718688738,-1.38863141765948,0.178117020427699,0.949492491176972,-4.57042870904032
"1451563_at",0.516376178135213,9.0206292911531,1.38809358116307,0.178278644852427,0.949492491176972,-4.57046838005102
"1416946_a_at",0.509925805137016,6.92760000743154,1.38726601778564,0.178527561746397,0.949492491176972,-4.57052940034279
"1430075_at",-0.494170138186576,6.36212572179558,-1.38538864098269,0.179093265905724,0.949492491176972,-4.57066773370785
"1433678_at",0.444896548443536,8.20759404771626,1.385377981492,0.179096481947606,0.949492491176972,-4.57066851876996
"1436778_at",0.580252436096309,10.6664510700465,1.37911372326742,0.180994378437703,0.949492491176972,-4.57112913999608
"1439145_at",-0.484719601356509,3.82548326022186,-1.37871914763908,0.181114454584945,0.949492491176972,-4.57115810451958
"1436194_at",-0.449029668418929,5.70163323091148,-1.37833369873385,0.181231814141814,0.949492491176972,-4.57118639343119
"1434372_at",0.742067878281437,11.5248138551502,1.3732275514323,0.182792189425591,0.949492491176972,-4.57156061678419
"1436767_at",-0.459924249655653,6.06142750130208,-1.37268771107465,0.182957776333429,0.949492491176972,-4.57160012359191
"1455320_at",0.735595230468166,7.16369506755702,1.37232639697106,0.183068669483494,0.949492491176972,-4.57162655927622
"1419321_at",0.507484644096246,6.26337167407568,1.3707664537034,0.183548050617347,0.949492491176972,-4.57174063651842
"1448659_at",0.622166293677174,7.02619170011561,1.37073255556732,0.183558478732829,0.949492491176972,-4.57174311443761
"1440770_at",-0.653727716066625,6.27382666609582,-1.36996271435099,0.1837954316257,0.949492491176972,-4.57179937734687
"1429096_at",-0.513446001021667,5.26879886396774,-1.3680946810497,0.184371405400155,0.949492491176972,-4.5719358070592
"1434394_at",-0.634708559925513,7.17255045831425,-1.3661374587648,0.184976405120288,0.949492491176972,-4.57207860877172
"1454231_a_at",-0.408210945562931,5.48388022315959,-1.36297789740614,0.185956362420594,0.949492491176972,-4.57230882806908
"1436576_at",0.854664102636642,7.85135522610534,1.36195800062978,0.186273561209082,0.949492491176972,-4.57238306114345
"1439200_x_at",-0.515810969292404,7.31870840915787,-1.36085756949326,0.186616284699063,0.949492491176972,-4.57246311149778
"1438040_a_at",0.431963138215201,8.07156809999936,1.36049679891425,0.186728752777108,0.949492491176972,-4.57248934554811
"1424041_s_at",0.717056369883377,4.9688199980075,1.36031211419365,0.1867863477801,0.949492491176972,-4.57250277329463
"1427000_at",0.475724058858435,3.59919051842459,1.35994276778809,0.186901572541426,0.949492491176972,-4.57252962321354
"1428959_at",-0.421715570075303,5.98596070184556,-1.35937858171744,0.187077689280996,0.949492491176972,-4.57257062711163
"1419754_at",-0.573035094204466,5.39803892123331,-1.3575806448663,0.187639805759627,0.949492491176972,-4.57270121650543
"1426784_at",0.430503459282178,5.99582068440928,1.35663512751939,0.187935949811463,0.949492491176972,-4.57276984266729
"1417978_at",0.542119208648459,6.56503586457306,1.35558025007124,0.18826677994062,0.949492491176972,-4.57284636592298
"1429446_at",-0.450097925381055,7.51791042782242,-1.35551800343843,0.188286315992123,0.949492491176972,-4.57285088010861
"1439831_at",0.904034045716822,5.70135047833229,1.35462401911,0.188567068000456,0.949492491176972,-4.57291569635967
"1449368_at",0.789357075331948,6.25208006266424,1.35415123623241,0.188715676403482,0.949492491176972,-4.5729499620162
"1434897_a_at",-0.496557260695498,8.40201370498907,-1.35266349379068,0.189183914385136,0.949492491176972,-4.57305773255581
"1449193_at",0.984986889804585,5.97702910515859,1.35218189191828,0.189335684550816,0.949492491176972,-4.57309260113006
"1425052_at",0.422928387545752,7.88744835816237,1.34882376329196,0.190396611323276,0.949492491176972,-4.57333548642717
"1418993_s_at",0.539457064793509,6.17098490100689,1.3483390302162,0.190550136565109,0.949492491176972,-4.57337051021687
"1429434_at",-0.464155760267066,6.22634517221333,-1.34514301062887,0.191564815775519,0.949492491176972,-4.57360120832149
"1415872_at",-0.559092093248106,8.47558876723202,-1.33823512819422,0.193772408984464,0.949492491176972,-4.57409849312121
"1444040_at",0.791105358263366,7.27922591163427,1.33782638628695,0.193903654249395,0.949492491176972,-4.57412785979779
"1448575_at",-0.883831551038829,10.3433406404317,-1.33677555119651,0.194241392030588,0.949492491176972,-4.57420332889563
"1459838_s_at",-0.47640418810845,4.97925647035326,-1.33677163147086,0.194242652688701,0.949492491176972,-4.57420361032316
"1428332_at",-0.677407047059081,7.50718412407083,-1.3365661142432,0.194308759889123,0.949492491176972,-4.57421836516517
"1438487_s_at",-0.522158057470317,6.78098368335145,-1.33602268016166,0.194483647052288,0.949492491176972,-4.57425737241253
"1447242_at",-0.463496553795065,7.14199646977509,-1.33578865924336,0.194558997219486,0.949492491176972,-4.57427416670946
"1451651_at",0.609292303241744,5.21167755007688,1.33557725933552,0.194627083480286,0.949492491176972,-4.57428933580272
"1434520_at",-0.422526897342324,5.38775759402525,-1.33302149303243,0.195451701869268,0.949492491176972,-4.57447258857189
"1437267_x_at",-0.408594405896854,4.31444420456069,-1.33154079820625,0.195930695418215,0.949492491176972,-4.57457864068741
"1418273_a_at",-0.454886118004728,11.8458902356381,-1.3312599667061,0.196021645599843,0.949492491176972,-4.57459874511193
"1434187_at",-0.453146579165841,5.79215835520973,-1.3310661627853,0.196084430221326,0.949492491176972,-4.57461261753451
"1448919_at",1.13465374739474,7.88369409104472,1.3306828915957,0.196208640787237,0.949492491176972,-4.57464004765548
"1457359_at",-0.462676956642563,6.90775085764544,-1.32868818131187,0.196856078542623,0.949492491176972,-4.57478271350892
"1419185_a_at",0.470441971438278,5.83508434233199,1.32787560264215,0.197120300479552,0.949492491176972,-4.57484078634109
"1423989_at",-0.493171278427178,7.44896365265965,-1.32778967876826,0.197148256058407,0.949492491176972,-4.57484692558445
"1450779_at",0.802715941182685,5.9570024443423,1.32583413042756,0.197785335689257,0.949492491176972,-4.57498657113715
"1446017_at",0.454877439814052,9.78321564644345,1.32410832847424,0.198348900498526,0.949492491176972,-4.57510968630527
"1435939_s_at",-0.485007722559695,4.62388984976537,-1.32403771985782,0.198371984529307,0.949492491176972,-4.57511472089682
"1435371_x_at",0.665067223979982,3.17569972830048,1.32275111364689,0.198792980547519,0.949492491176972,-4.57520642531583
"1454945_at",-0.423415868866253,5.97812849747104,-1.32185477245941,0.19908668729104,0.949492491176972,-4.57527027478165
"1429060_at",-0.442773243082796,8.24131259171157,-1.3210865522344,0.199338681061084,0.949492491176972,-4.57532497267598
"1437878_s_at",-0.487317834572552,7.74346775344619,-1.31924465281781,0.199943877430199,0.949492491176972,-4.57545602303612
"1419311_at",-0.573974091000192,11.7700474635348,-1.31870897288465,0.200120154891339,0.949492491176972,-4.57549411142089
"1446412_at",-0.444670273610782,4.93091180076968,-1.31794321527389,0.200372354474146,0.949492491176972,-4.5755485394021
"1419872_at",0.525109400521279,10.5696322736539,1.31626442297679,0.200926123792686,0.949492491176972,-4.57566778269792
"1448710_at",-0.597145484539752,9.63003336970926,-1.31540639912245,0.201209612100254,0.949492491176972,-4.57572868460828
"1437152_at",-0.629687403446234,4.32000387451345,-1.31521844267154,0.201271753792488,0.949492491176972,-4.57574202174799
"1457566_at",-0.435797660833696,7.17546824159015,-1.31346573481882,0.20185194790616,0.949492491176972,-4.5758663245164
"1435203_at",-0.546824553027426,7.78707427214222,-1.31066908856053,0.202780403236482,0.949492491176972,-4.57606441274587
"1453003_at",-0.503274608112346,8.85927428818041,-1.30828660133278,0.203573974136793,0.949492491176972,-4.57623292190813
"AFFX-DapX-5_at",0.425452334582195,10.525421458983,1.30682019876427,0.204063607173853,0.949492491176972,-4.57633652625226
"1431830_at",-0.529364831675028,5.76805487870149,-1.3044084357257,0.204870881798567,0.949492491176972,-4.57650673677965
"1435445_at",-0.463654022239931,6.72929157982801,-1.30212152206789,0.205638649608856,0.949492491176972,-4.57666792265038
"1417333_at",0.413871316803013,5.56317032371808,1.30034750808164,0.206235758354573,0.949492491176972,-4.57679281512225
"1449305_at",0.916581813348335,8.01403348422524,1.29929630223726,0.206590212333797,0.949492491176972,-4.57686676198917
"1433750_at",0.513971860210134,6.46554066335244,1.29869363952207,0.206793635387944,0.949492491176972,-4.57690913631327
"1436071_at",-0.420735892603673,5.09222117060504,-1.29853362979159,0.206847671165325,0.949492491176972,-4.57692038445849
"AFFX-r2-Bs-thr-5_s_at",0.421268191016294,9.46492574544503,1.29705609905587,0.207347153911281,0.949492491176972,-4.5770242016247
"1457732_at",-0.425004764022313,5.56243795199158,-1.29532728893018,0.207932765382939,0.949492491176972,-4.57714556400315
"1459348_at",-0.635978112290243,5.95735187413005,-1.29503585052113,0.208031612030084,0.949492491176972,-4.57716601119863
"1424524_at",0.893987389951398,7.7915524537265,1.29240484706189,0.208925608577515,0.949492491176972,-4.57735044747362
"1450424_a_at",1.27722804826756,7.35063871482302,1.28947065224932,0.209926122408724,0.949492491176972,-4.57755581068235
"1424383_at",0.423966240477494,7.57904456151627,1.28944882505345,0.209933578960562,0.949492491176972,-4.57755733706547
"1424266_s_at",0.605969085288043,3.95645034314335,1.28827397220185,0.210335230722799,0.949492491176972,-4.57763946668963
"1458099_at",-0.760072856287843,4.88229104346508,-1.2878000720024,0.210497412530631,0.949492491176972,-4.5776725796079
"1453013_at",-0.438630218085139,8.53304683100211,-1.28551414702201,0.211281073834102,0.949492491176972,-4.57783217763693
"1429169_at",-0.398214129388683,6.37386369200383,-1.28537217094588,0.21132982014261,0.949492491176972,-4.57784208314517
"1431609_a_at",-0.45716789709239,8.81554960347314,-1.28519745036326,0.211389820896935,0.949492491176972,-4.57785427208618
"1429538_a_at",-0.494919182701916,8.06768934729088,-1.28463598143603,0.211582723652052,0.949492491176972,-4.57789343322754
"1423176_at",-0.452892164953365,8.18614435440218,-1.2826229271621,0.212275459194576,0.949492491176972,-4.57803373462008
"1417404_at",0.412997861799493,8.45132087061048,1.28188505502685,0.212529813752366,0.949492491176972,-4.57808512026549
"1420671_x_at",0.558827634364071,9.68911019058741,1.28009139252855,0.213149091540293,0.949492491176972,-4.57820993982202
"1434106_at",-0.517580413624531,7.40343633048083,-1.28003548929657,0.21316841490345,0.949492491176972,-4.57821382799535
"1428909_at",-0.669837804516428,11.4714385490203,-1.27886602842,0.213572956611762,0.949492491176972,-4.57829513720053
"1424969_s_at",0.61531632022785,3.28436060245932,1.27859128119594,0.213668083167481,0.949492491176972,-4.578314231551
"1448226_at",0.621186001811131,6.62733926214726,1.27815701988431,0.213818505188894,0.949492491176972,-4.5783444055646
"1416483_at",-0.43398394844719,6.84412557811357,-1.27750257006965,0.214045351170516,0.949492491176972,-4.57838986463749
"1438519_at",-0.537862432529133,4.76199785153255,-1.27441521606725,0.215117987445804,0.949492491176972,-4.57860408292203
